50,12.74122024
50,12.64818828
50,12.88541705
50,12.67970765
50,12.75087434
50,12.68254738
50,12.77501213
50,12.76270559
50,12.80569581
50,12.6810008
50,12.73906014
50,12.65751127
50,12.66728987
50,12.74706646
50,12.60465659
50,12.58952119
50,12.66807855
50,12.77977533
50,12.6530301
50,12.66807952
50,12.76402652
50,12.78100242
50,12.78918037
50,12.73760975
50,12.64923614
50,12.71047034
50,12.68686439
50,12.60867604
50,12.70559015
50,12.69193939
50,12.63404506
50,12.70644855
50,12.73880343
50,12.77893144
50,12.67111656
50,12.63664769
50,12.68611827
50,12.6604604
50,12.71126977
50,12.58487105
50,12.74851961
50,12.74319676
50,12.73854512
50,12.79797687
50,12.83032716
50,12.74919602
50,12.69165455
50,12.72092376
50,12.59635314
50,12.67542621
